,PAREJA,Nombre y Apellido,Nombre y Apellido,"Jimena
Hoffner",Silvina Valz,"Gaston
Torelli","Martin
Ojeda",Laura Melo,"Graciela
Gonzalez","Aoniken
Quiroga","Paola
Tachetti","Facundo de
la Cruz",Stella Baez,"Agustin
Agnez","Magdalena
Gutierrez",Lucas Paez,"Roberto
Zuccarino",Analia Vega,"Dante
Sanchez",Carlos Stasi,"Mariana
Dragone","Monica
Matera",Noelia Barsi,PROMEDIO
321,305,Fermin Pablo Sarasa,Maria Del Rosario Pera,,,,,,6.400,6.100,6.500,6.500,6.000,,,,,,6.750,6.700,7.300,6.600,7.300,6.615
322,346,Javier Villa,Vanina Perepelizin,,,,,,6.100,5.700,6.750,6.500,6.750,,,,,,6.300,7.600,6.900,6.600,6.900,6.610
323,213,Hugo Mingo,Elsa Salguero,,,,,,6.500,6.150,6.900,5.200,6.900,,,,,,6.350,6.800,7.000,6.400,7.900,6.610
324,388,Ramón González,Stephanie Berard,,,,,,6.800,6.300,6.200,6.000,6.750,,,,,,6.300,6.800,7.000,6.900,7.000,6.605
325,601,Gabriel Tolaba,Yanina Ceballo Hoyos,6.200,5.800,7.000,5.790,5.700,,,,,,7.800,6.900,6.900,7.300,6.600,,,,,,6.599
326,332,Leandro Nicanoff,Mirta Noemi Vallejos,6.300,6.800,6.500,5.910,5.500,,,,,,7.050,7.150,6.450,6.800,7.500,,,,,,6.596
327,453,Horacio Lobo,Evelyn Jacqueline Chavez,6.300,6.200,7.280,5.970,6.250,,,,,,6.800,6.980,7.350,5.900,6.900,,,,,,6.593
328,55,Alexis Ariel Velasquez,Sakurako Maeda,6.200,7.050,7.030,5.890,5.900,,,,,,6.200,7.300,6.600,6.500,7.200,,,,,,6.587
329,278,Damián Virga,Lee Angelica Litas,6.000,6.900,6.630,5.650,6.900,,,,,,6.500,7.090,6.800,6.200,7.200,,,,,,6.587
330,567,Jose Falcón,Susana Haydee Andrada,6.400,7.100,7.040,6.310,5.550,,,,,,7.200,7.300,6.560,6.300,6.100,,,,,,6.586
331,492,Manuel Cordero,Daiana Ortellado,,,,,,6.300,6.250,6.800,6.100,6.750,,,,,,6.800,6.100,6.900,7.950,5.900,6.585
332,664,Sandro Almiron,Fang Hou,,,,,,6.500,6.400,6.200,6.800,7.000,,,,,,6.200,6.300,7.150,6.500,6.800,6.585
333,29,Leonel Mauro Rodolfo Gerez,Laura Antonella Del Valle,A 6.500,5.500,5.950,5.950,7.000,,,,,,7.100,6.880,6.900,6.900,7.150,,,,,,6.583
334,381,Esteban Tripailao,Natalia Mora,6.100,7.150,6.910,5.810,6.200,,,,,,6.200,6.900,6.950,6.800,6.800,,,,,,6.582
335,352,Ferit Emin Kepsut,Daniela Pachame,6.200,6.400,6.700,6.010,5.850,,,,,,6.900,7.350,7.090,6.300,7.000,,,,,,6.580
336,407,Mauro Muñoz,Andrea Escalante,,,,,,6.400,6.400,6.200,6.650,7.000,,,,,,6.000,6.700,6.600,7.800,6.000,6.575
337,561,Rodrigo Molo,Joshna Sarabia,,,,,,5.600,6.500,6.100,6.300,6.400,,,,,,6.900,7.400,7.150,6.700,6.700,6.575
338,81,Julio Solari,Ani Fernandez,6.500,6.950,6.670,5.780,5.650,,,,,,6.900,7.210,6.650,6.600,6.800,,,,,,6.571
339,557,Franco Gonzalez Piriz,Natalia Grossi,6.200,6.500,7.060,5.790,6.050,,,,,,6.200,7.200,7.110,6.900,6.700,,,,,,6.571
340,9,Martin Vazquez,Romina Silva Barni,,,,,,5.200,5.700,7.100,6.300,6.800,,,,,,6.300,7.500,6.900,6.950,6.950,6.570
341,245,Salvador Saggese,Cristina Saggese,,,,,,5.200,5.300,7.100,6.000,6.900,,,,,,7.100,7.200,7.000,7.350,6.500,6.565
342,455,Cesar Gramajo Flores,Laura Quintero,5.750,6.950,7.200,5.690,6.650,,,,,,6.200,7.000,6.500,6.700,7.000,,,,,,6.564
343,289,Angel Maggi,Sandra Flippo,6.500,5.700,7.150,6.190,6.150,,,,,,6.500,7.250,6.900,6.200,7.000,,,,,,6.554
344,372,Aldo Fuentes,Ada Romero,,,,,,7.200,6.200,6.950,6.800,6.900,,,,,,6.900,6.100,7.300,5.100,6.000,6.545
345,516,Gustavo Imperial,Jessica Ramos,6.400,5.900,7.000,6.010,5.700,,,,,,7.100,7.260,7.150,6.000,6.900,,,,,,6.542
346,525,Fabián Alexis Enrique,Iris Noelia García,6.000,5.900,7.000,5.950,6.200,,,,,,7.500,7.150,7.110,6.100,6.500,,,,,,6.541
347,110,Oscar Zurita,Angelina Cartagena,7.000,5.850,7.000,5.870,6.300,,,,,,6.800,6.500,6.070,6.800,7.200,,,,,,6.539
348,186,Grzegorz Kałmuczak,Dominika Jasik,6.300,5.900,7.280,5.850,5.980,,,,,,6.900,7.200,7.350,6.400,6.200,,,,,,6.536
349,544,Mario Correa,Virginia Ramos,,,,,,5.950,6.600,6.500,6.500,6.600,,,,,,6.600,6.800,6.900,6.900,6.000,6.535
350,272,Joao Peres,Paula Trigueiro,,,,,,6.800,5.500,6.200,6.900,6.900,,,,,,6.100,7.200,6.900,6.900,5.900,6.530
351,647,Darío Joaquín Rodas,Sofia Martines,,,,,,6.100,6.450,6.300,6.900,6.600,,,,,,6.300,6.000,6.600,6.700,7.300,6.525
352,PAREJA,Nombre y Apellido,Nombre y Apellido,"Jimena
Hoffner",Silvina Valz,"Gaston
Torelli","Martin
Ojeda",Laura Melo,"Graciela
Gonzalez","Aoniken
Quiroga","Paola
Tachetti","Facundo de
la Cruz",Stella Baez,"Agustin
Agnez","Magdalena
Gutierrez",Lucas Paez,"Roberto
Zuccarino",Analia Vega,"Dante
Sanchez",Carlos Stasi,"Mariana
Dragone","Monica
Matera",Noelia Barsi,PROMEDIO
353,53,Gonzalo Arcenio Rodriguez,GYoseli Rocio Narvaez Arru,6.000,5.800,6.610,6.010,6.100,,,,,,7.500,7.200,6.350,6.900,6.700,,,,,,6.517
354,612,Lucas Dinzelbacher,Gabriela Cuervo,6.200,6.900,6.850,5.950,5.850,,,,,,7.200,7.000,6.200,6.400,6.600,,,,,,6.515
355,287,Sergio Daniel Maragliano,Alejandra Silvia Aguirre,,,,,,6.500,5.900,6.500,6.300,6.900,,,,,,6.800,6.800,6.400,6.200,6.800,6.510
356,10,Santiago Suárez,Casandra Estefano,6.300,5.850,7.080,5.870,5.800,,,,,,7.100,7.300,6.110,6.300,7.300,,,,,,6.501
357,576,Yorvany Ibarra Moreno,Andres Olaya,6.300,6.950,7.030,5.730,5.850,,,,,,6.500,6.900,6.750,6.800,6.200,,,,,,6.501
358,321,Dimitrios Galanakis,Ana Karina Conejeros Cor,6.000,6.450,7.110,5.750,5.950,,,,,,6.100,6.860,6.900,7.000,6.850,,,,,,6.497
359,411,Dancy Andrades,Salvador Rubio,6.200,6.750,7.120,5.720,5.500,,,,,,6.990,6.980,6.100,6.600,7.000,,,,,,6.496
360,47,Leandro Pérez,Ester Muñoz,,,,,,6.950,6.500,6.300,6.450,7.350,,,,,,6.200,6.150,6.500,6.150,6.400,6.495
361,216,Guillermo Martinez,Gisela Mora,5.750,6.050,6.950,5.890,6.100,,,,,,7.050,7.160,6.750,6.400,6.850,,,,,,6.495
362,380,Daniel Morena,Veronika Kruta,,,,,,6.100,6.500,6.750,6.550,7.000,,,,,,6.650,6.000,7.200,5.500,6.700,6.495
363,523,Facundo Oliva,Valeria Del Valle Castro,6.500,6.750,6.250,6.300,6.000,,,,,,6.100,7.200,7.050,5.900,6.900,,,,,,6.495
364,457,Luis Canseco,Victoria Villalba,6.500,7.000,5.730,6.210,6.000,,,,,,6.600,7.000,6.990,6.000,6.900,,,,,,6.493
365,71,Yakut Castanedo Zayas,Annika Sarv,5.750,5.900,7.000,5.710,6.050,,,,,,6.950,7.500,6.900,6.800,6.300,,,,,,6.486
366,478,Ricardo Alvarado,Noelia Ivaskovic,,,,,,6.900,5.850,5.950,6.200,6.600,,,,,,5.700,7.200,7.000,6.900,6.500,6.480
367,365,Jose Maria Coria,Kristina Soboleva,6.000,5.950,6.730,5.800,5.900,,,,,,6.500,7.100,6.950,6.900,6.950,,,,,,6.478
368,105,Lucio Martin Borgnino,Juliana Castoldi,6.000,6.300,7.030,5.770,5.800,,,,,,6.900,6.850,6.920,6.700,6.500,,,,,,6.477
369,260,Eliana Ibañez,Luis Eduardo Lobatto,6.400,6.650,7.070,5.900,6.000,,,,,,6.100,7.100,7.050,6.900,5.600,,,,,,6.477
370,347,Luismar De Avanco,Ursula Avanço,6.000,7.000,6.400,5.750,5.850,,,,,,6.900,7.320,6.850,6.100,6.600,,,,,,6.477
371,1,Juan Marcelo Ortiz,Silvia Susana Sánchez,,,,,,5.900,6.000,6.100,5.900,6.850,,,,,,6.100,6.800,7.000,7.600,6.500,6.475
372,720,Jane Chen,Jones Chien,,,,,,6.300,6.400,6.400,6.450,6.950,,,,,,6.200,5.600,6.500,6.900,7.000,6.470
373,218,Matteo Faricciotti,Michela Toro,,,,,,5.500,5.500,7.050,6.000,7.000,,,,,,6.300,7.000,7.200,6.500,6.600,6.465
374,42,Dilceu Rosa,María Rodríguez,6.500,6.400,7.060,5.650,6.100,,,,,,6.150,6.800,7.050,5.700,7.200,,,,,,6.461
375,98,Carlos Concha,Luz Gajardo,6.200,5.700,7.000,5.890,5.900,,,,,,6.600,6.900,6.500,6.900,7.000,,,,,,6.459
376,84,Ramiro Nahuel Gil Martirez,Judith Valeria Almirón,6.000,6.500,6.750,5.970,6.450,,,,,,5.200,7.190,7.120,6.300,7.100,,,,,,6.458
377,625,Rubén Dario Malaver,Zaída Battaglia,,,,,,7.050,6.200,6.300,6.100,7.000,,,,,,6.000,5.500,6.300,6.800,7.300,6.455
378,447,Marcelo Delgado,Pali Delgado,6.400,6.000,7.000,5.950,6.750,,,,,,5.500,7.100,7.110,6.300,6.400,,,,,,6.451
379,65,Manoj Unni,Shreya Shah,6.000,6.700,7.080,5.430,5.900,,,,,,6.800,6.840,7.100,6.100,6.500,,,,,,6.445
380,584,Ricardo Romero,Yolanda Bustamante,,,,,,6.500,5.600,6.000,7.300,6.300,,,,,,6.250,6.000,6.900,6.900,6.700,6.445
381,267,Simon Marcelo Tebele,Valentina Danilova,,,,,,5.500,6.100,6.800,6.650,6.700,6.050,6.800,6.910,6.100,6.800,,,,,,6.441
382,399,Facundo Corvalán,Laura Garay,,,,,,6.100,6.200,6.300,6.000,6.900,,,,,,6.300,5.800,7.100,6.800,6.900,6.440
383,711,Juan Horacio Macedo,Tatiana Viotti Puppo,6.100,7.300,6.800,5.810,5.700,,,,,,6.500,6.990,6.400,6.100,6.700,,,,,,6.440
384,18,Gonzalo Emanuel Pratti,Evangelina Ostoich,6.300,5.700,7.000,5.800,6.700,,,,,,6.100,6.950,7.120,6.400,6.300,,,,,,6.437
385,167,Charli Adamini,Maria Belén Iglesias,5.500,6.750,6.850,5.910,5.800,,,,,,6.200,6.700,6.990,6.700,6.950,,,,,,6.435
386,199,Atto Numpaque,Adriana Ba Mazzotta,6.000,5.900,6.600,5.850,6.400,,,,,,6.200,6.800,6.990,6.700,6.900,,,,,,6.434
387,175,Marcelo Adrian Corrales,Rita Silvia Fijo,6.300,5.950,6.650,5.840,5.750,,,,,,6.800,6.960,6.820,6.400,6.850,,,,,,6.432
388,592,Yuko Kosako,Miho Nagoya,6.000,6.850,6.600,6.030,5.500,,,,,,7.100,6.930,6.900,6.200,6.200,,,,,,6.431
389,379,Osvaldo Daniel Dávalos,Silvana Alejandra Marzan,o,,,,,6.900,6.600,5.800,6.500,6.900,,,,,,6.300,6.200,6.100,6.000,7.000,6.430
390,174,Carlos Roberto Ayala,Caterine Heberzatas Lima,,,,,,6.900,6.500,6.100,6.950,6.800,,,,,,6.100,6.100,6.300,6.000,6.500,6.425
391,549,Emanuel Pomilio,Micaela Soledad Alvarez,6.300,5.700,6.800,5.730,5.750,,,,,,6.500,7.150,7.100,6.300,6.850,,,,,,6.418
392,96,Andreino Possenti,Stefania Sonzogni,5.500,6.400,7.130,5.600,5.850,,,,,,6.300,7.380,6.990,6.100,6.900,,,,,,6.415
393,645,Jorge Albornoz,Carolina Artola,,,,,,6.100,6.000,6.500,6.750,7.000,,,,,,6.300,5.900,6.150,6.750,6.700,6.415
394,187,Mario Mendez,Carina Giulietti,,,,,,6.600,6.100,6.150,6.730,7.000,,,,,,6.950,5.800,6.150,6.600,6.000,6.408
395,533,Mariano Cutrera,Lourdes Lana Foresto,5.500,5.350,7.000,5.890,6.800,,,,,,6.800,7.190,6.150,6.300,7.100,,,,,,6.408
396,136,Pablo Andrade,Valeria Montes,6.000,6.000,7.120,5.890,6.450,,,,,,5.200,7.100,7.100,6.300,6.900,,,,,,6.406
397,217,Jorge Rey,Luz Guevara,6.000,6.400,7.000,5.800,6.200,,,,,,6.050,6.800,6.310,6.700,6.800,,,,,,6.406
398,26,Leo Park,Dulce Lee,6.000,5.700,7.000,5.560,5.800,,,,,,6.200,7.300,6.250,6.800,7.400,,,,,,6.401
399,234,Mauri Rodriguez,Anna Häkli,,,,,,5.200,5.400,7.250,6.000,6.800,,,,,,6.250,6.800,7.100,6.200,7.000,6.400
400,148,Arturo Scotti,María Del Rosario De Lag,o,,,,,7.050,5.650,5.800,6.500,6.350,,,,,,6.300,6.200,7.200,5.900,7.000,6.395
401,606,Sol Perez,Inés Otero,6.300,6.450,7.170,5.770,6.700,,,,,,5.300,6.670,6.790,6.200,6.600,,,,,,6.395
402,146,Bruno Berttacchini,Maite Alegre,,,,,,5.400,5.700,6.400,5.500,6.400,,,,,,5.800,7.100,6.900,6.900,7.700,6.380
403,296,Santiago Gabriel Maidana,Yamila Alejandra Ramirez,5.750,5.900,7.060,5.780,5.950,,,,,,6.200,6.900,6.800,6.500,6.950,,,,,,6.379
404,221,Esteban Emmanuel Jofre,Luciana Moroni,,,,,,5.400,6.100,6.500,6.000,6.700,,,,,,6.250,6.800,6.900,6.100,7.000,6.375
405,229,Lucas Calvo,Melina Geloz,5.750,6.650,6.630,5.800,5.600,,,,,,6.900,6.900,6.110,6.500,6.900,,,,,,6.374
406,286,Pablo Brunetti,Mariela Calquin,5.750,5.750,6.900,5.800,6.000,,,,,,6.200,7.000,7.110,6.700,6.400,,,,,,6.361
407,366,Jon Martin,Judy Margolis,5.500,6.800,6.000,6.100,5.400,,,,,,7.100,7.000,6.990,6.500,6.200,,,,,,6.359
408,120,Angel Cassini,Agostina Binci,6.000,5.400,7.150,5.710,6.200,,,,,,7.500,6.700,6.800,5.500,6.600,,,,,,6.356
409,215,Sergio Rivadeneira,Amanda Pavanetto,6.200,5.600,6.800,5.730,6.000,,,,,,6.200,6.350,6.990,6.700,6.900,,,,,,6.347
410,166,Kaito Toyoshima,Yasuko Kobayashi,6.000,5.800,7.010,5.700,5.950,,,,,,6.100,6.700,6.900,6.500,6.800,,,,,,6.346
411,PAREJA,Nombre y Apellido,Nombre y Apellido,"Jimena
Hoffner",Silvina Valz,"Gaston
Torelli","Martin
Ojeda",Laura Melo,"Graciela
Gonzalez","Aoniken
Quiroga","Paola
Tachetti","Facundo de
la Cruz",Stella Baez,"Agustin
Agnez","Magdalena
Gutierrez",Lucas Paez,"Roberto
Zuccarino",Analia Vega,"Dante
Sanchez",Carlos Stasi,"Mariana
Dragone","Monica
Matera",Noelia Barsi,PROMEDIO
412,113,Fernando Aranda Martinez,Yachiyo Kurokawa,6.300,5.750,7.060,5.830,6.200,,,,,,6.600,6.700,6.080,6.300,6.500,,,,,,6.332
413,565,Justo Jose Velez,Nancy Angelica Romero,5.500,5.800,6.910,6.150,6.200,,,,,,7.100,6.820,6.440,5.800,6.600,,,,,,6.332
414,555,Leonardo Bedoya,Lissette Vanegas,,,,,,6.300,6.300,6.600,6.000,6.750,,,,,,6.000,5.600,6.050,6.200,7.500,6.330
415,58,Ezequiel Cabrera,María Itati Lara Artigas,5.750,5.400,7.000,5.900,6.750,,,,,,5.500,6.950,7.210,5.700,7.100,,,,,,6.326
416,611,Eduardo Alberto Barranco,teresita Barrera,5.400,5.700,6.610,5.810,5.500,,,,,,7.300,7.120,6.120,6.500,7.200,,,,,,6.326
417,336,Eduardo Enrique Dueñas,Gladys Rosa Garnica,,,,,,6.800,5.320,6.700,6.000,6.600,,,,,,6.700,7.000,7.200,5.050,5.800,6.317
418,220,Gerardo Sculsky,Mariana Alvarado,6.200,6.700,6.100,5.610,5.500,,,,,,6.900,6.750,6.210,6.300,6.900,,,,,,6.317
419,87,Cristian Carlos Espejo,Nadia Estefanía Doyen,,,,,,6.600,5.600,5.300,6.300,6.100,,,,,,6.350,6.100,7.000,7.000,6.800,6.315
420,273,Horacio Tolosa,Brenda Holtz,,,,,,5.500,6.000,6.050,7.100,6.100,,,,,,6.500,6.500,6.400,6.700,6.300,6.315
421,41,Horacio Bistagnino,Norma Alegre,6.000,5.900,6.700,5.950,5.900,,,,,,7.100,6.400,6.950,5.800,6.400,,,,,,6.310
422,654,Axel Winter,Sofia Gardella,,,,,,5.400,5.500,6.700,6.500,6.900,,,,,,6.200,6.600,6.400,6.400,6.500,6.310
423,353,Alex Amaya,Nadia Fuentes,,,,,,6.200,6.150,6.100,6.550,6.700,,,,,,5.800,6.100,6.400,6.100,6.950,6.305
424,183,Benjamín Grisoni,Camille Serre,6.000,6.150,7.250,6.000,6.200,,,,,,5.500,6.650,6.900,5.500,6.900,,,,,,6.305
425,473,Yoshiko Tsutsumi,Lucas Martin,,,,,,5.500,5.700,6.300,6.350,6.700,,,,,,6.500,6.800,6.900,5.500,6.800,6.305
426,638,Mariano Martin Ochoa,Kristiane Ewart,5.750,5.800,6.850,5.810,6.200,,,,,,6.100,6.850,6.980,5.800,6.900,,,,,,6.304
427,511,Javier Muñoz,Maria Florencia Del Manz,o 5.500,6.500,7.100,5.730,5.980,,,,,,7.200,6.700,6.200,5.600,6.500,,,,,,6.301
428,320,Pedro Gabriel Abregu,Maria Alejandra Gonzalez,,,,,,6.100,5.900,5.900,6.000,6.500,,,,,,6.800,5.700,6.300,7.000,6.800,6.300
429,188,Eric Ramon Moreira,Rahma Sellami,5.750,5.900,6.000,5.870,5.800,,,,,,6.500,7.300,6.990,6.500,6.200,,,,,,6.281
430,202,Juan Gehrkue,Monica Bustos,,,,,,6.500,5.280,6.250,5.300,6.700,,,,,,5.700,6.300,6.800,7.150,6.800,6.278
431,30,Guillermo Blando,Lynn Ho,,,,,,5.300,6.300,6.100,5.500,6.700,,,,,,6.000,6.700,7.150,6.000,7.000,6.275
432,189,Gabriel Alejandro Pichún,Susana Noemi Merino Cis,,,,,,5.300,5.600,6.300,5.900,6.100,,,,,,6.300,7.800,6.800,6.150,6.500,6.275
433,537,German Limousin,Liliia Ivanovskaia,6.300,5.850,6.650,5.720,6.000,,,,,,6.100,6.800,6.910,5.800,6.600,,,,,,6.273
434,717,Alexis Borocci,Marcela Mazzucco,6.200,5.950,6.500,5.750,6.150,,,,,,6.100,6.890,6.770,5.600,6.800,,,,,,6.271
435,106,Omar Garufa Sanchez,Mirti Caballero,5.400,5.700,6.000,6.120,6.300,,,,,,6.900,6.750,6.330,6.400,6.700,,,,,,6.260
436,414,Myeong Seok Kim,Sooyeon Lee,6.300,5.600,7.080,5.770,5.650,,,,,,6.200,7.200,6.900,6.600,5.250,,,,,,6.255
437,468,Ryan Ezequiel Vergara,Erika Liliana Cardozo Iaco,,,,,,5.900,6.100,5.900,6.480,6.600,,,,,,5.800,6.100,6.700,6.450,6.500,6.253
438,508,Christian Lescano Murakawa,Hidemi Murakawa,6.500,6.800,5.370,5.640,5.650,,,,,,6.300,6.850,6.300,6.300,6.800,,,,,,6.251
439,195,Marcelo Corbera,Leticia Silva,5.400,5.600,7.000,6.390,5.400,,,,,,6.900,6.950,6.660,6.200,6.000,,,,,,6.250
440,258,Daniel Nowak,Andrea Nowak,,,,,,5.400,5.700,7.500,5.900,6.750,,,,,,6.250,6.000,7.000,5.550,6.400,6.245
441,143,Gabriel Moises Pérez,Yoko Kurakawa,,,,,,5.300,6.100,6.100,6.000,6.700,,,,,,6.700,6.600,6.900,5.500,6.500,6.240
442,169,Alfredo Alegre,Emma Fabiana Justo,,,,,,6.050,5.900,6.150,6.200,6.750,,,,,,5.700,6.200,7.100,5.850,6.500,6.240
443,198,Alexandre Maurel,Alejandra Giraldo,6.200,6.000,6.340,5.610,5.400,,,,,,6.700,7.100,6.300,6.700,6.000,,,,,,6.235
444,68,Vasily Tunegov,Elena Nepriakhina,5.500,5.750,6.970,5.700,6.100,,,,,,5.300,6.800,6.450,6.300,7.400,,,,,,6.227
445,490,Martín León Skulski,Carla Ferreyra,5.300,7.200,6.430,5.770,5.700,,,,,,6.100,7.090,6.100,5.900,6.600,,,,,,6.219
446,579,Augusto Magnaghi,Luana Albeniz,,,,,,5.800,6.050,6.050,6.330,6.650,,,,,,5.500,6.000,6.700,6.100,7.000,6.218
447,184,David Alarcon,Laura Marin,5.750,6.100,6.150,5.700,5.850,,,,,,5.900,7.000,6.310,6.200,7.200,,,,,,6.216
448,648,Ezequiel Mercado,Dalma Fernandez,,,,,,5.300,5.700,6.150,5.500,6.050,,,,,,6.900,7.000,6.900,6.050,6.600,6.215
449,310,caly Kwasnik,Laura Raposso,6.000,5.700,6.900,5.800,6.000,,,,,,5.200,6.970,6.550,6.100,6.900,,,,,,6.212
450,230,Juan Marcelo Espinosa,María Sol Alonso,5.750,5.900,7.000,5.780,5.950,,,,,,6.200,6.750,6.900,5.400,6.400,,,,,,6.203
451,575,Juan Camilo Maldonado Vele,Ana María Granados Zapa,6.200,5.950,6.500,5.720,5.850,,,,,,6.100,7.100,6.450,6.200,5.900,,,,,,6.197
452,610,Roberto Cragnolino,Alma Olivera,6.100,5.700,6.820,5.800,5.750,,,,,,6.200,7.190,6.400,5.900,6.100,,,,,,6.196
453,449,Angel Manuel Martin,Yurie Mikami,5.500,5.500,6.900,5.630,5.750,,,,,,6.900,6.800,6.160,6.500,6.200,,,,,,6.184
454,482,Mario Jose Guliano,Monica Cristina Baca,5.500,5.700,6.880,6.300,5.400,,,,,,6.500,6.800,6.010,5.900,6.850,,,,,,6.184
455,603,Alejandro Borrelli,Analia Julieta Garofani,5.500,5.800,7.130,5.790,5.850,,,,,,6.500,6.500,6.350,6.500,5.900,,,,,,6.182
456,621,Emiliano Martin Frasso,Silvana Sandra Sallese,6.250,5.600,5.700,5.810,5.900,,,,,,6.200,7.050,6.050,6.300,6.900,,,,,,6.176
457,348,Eduardo Pérez Pardo,Johanna Guevara Pérez,5.750,6.000,6.920,5.750,5.700,,,,,,5.400,6.300,6.400,6.600,6.900,,,,,,6.172
458,274,Manuel Ubaldo Juarez,Blanca Ester Arias,6.400,6.900,6.670,5.830,5.800,,,,,,5.900,5.320,6.990,5.700,6.200,,,,,,6.171
459,425,Pablo Carrasco,Maria Rapacini,6.300,5.800,7.000,5.810,5.700,,,,,,5.100,6.200,7.150,6.400,6.200,,,,,,6.166
460,237,Sebastian Exler,Claudia Morbello,6.000,5.900,6.500,5.600,6.250,,,,,,5.100,6.800,6.570,5.900,7.000,,,,,,6.162
461,131,Rubén Dorado Sànchez-Cas,tJosefa Palazón Palazón,6.200,5.500,6.000,5.810,5.900,,,,,,5.600,6.700,6.900,6.800,6.100,,,,,,6.151
462,333,Marco Antônio Fortunato,Janaina De Andrade Evan,,,,,,6.100,5.900,6.100,6.000,5.900,,,,,,5.800,6.600,6.900,5.500,6.600,6.140
463,427,Fernando Zalazar,Carolina Branco,6.000,6.100,6.900,5.800,5.700,,,,,,5.900,6.300,6.900,6.400,5.400,,,,,,6.140
464,125,Eduardo Santos Matos Perei,Denise Consonni,,,,,,6.100,5.700,5.900,5.500,6.750,,,,,,5.700,7.000,6.900,5.500,6.300,6.135
465,211,Carlos Maquieira,Juliana Mociulsky,5.400,5.450,5.810,5.900,5.600,,,,,,6.200,6.720,6.920,6.400,6.900,,,,,,6.130
466,231,Vinay Mascarenhas,Maria Stepanova,6.000,6.400,6.750,5.690,5.950,,,,,,5.200,6.700,6.110,6.100,6.400,,,,,,6.130
467,713,Armando Daniel Avila,Diana Lopez Barrios,,,,,,6.300,6.150,6.200,6.100,6.600,,,,,,5.800,5.500,6.500,6.250,5.900,6.130
468,206,Victor Daniel Conca,Claudia Marcela Brino,6.400,5.500,7.000,5.790,5.850,,,,,,6.300,6.460,5.990,5.700,6.300,,,,,,6.129
469,36,Giyeon Jeong,Susana Carola Bonkosky,,,,,,5.300,6.450,5.500,5.500,6.800,,,,,,5.900,6.200,6.900,6.200,6.500,6.125
470,PAREJA,Nombre y Apellido,Nombre y Apellido,"Jimena
Hoffner",Silvina Valz,"Gaston
Torelli","Martin
Ojeda",Laura Melo,"Graciela
Gonzalez","Aoniken
Quiroga","Paola
Tachetti","Facundo de
la Cruz",Stella Baez,"Agustin
Agnez","Magdalena
Gutierrez",Lucas Paez,"Roberto
Zuccarino",Analia Vega,"Dante
Sanchez",Carlos Stasi,"Mariana
Dragone","Monica
Matera",Noelia Barsi,PROMEDIO
471,400,Carlos Roch,Marcela Medaglia,,,,,,6.200,5.350,5.950,5.500,6.800,,,,,,6.400,6.300,6.900,5.100,6.700,6.120
472,261,Maria Carmen Herrera,Roberto Eugenio Vilte,6.400,6.000,7.070,5.930,5.750,,,,,,5.150,6.230,6.750,5.900,6.000,,,,,,6.118
473,133,Juan Bonanni,Olga Bronin,,,,,,7.400,5.400,5.300,5.200,6.200,,,,,,6.500,6.500,6.500,5.400,6.700,6.110
474,410,Brian Rocca,Nicole Ferreira,,,,,,5.500,5.800,6.100,6.000,6.000,,,,,,6.300,6.400,6.800,5.700,6.500,6.110
475,543,Sebastian Marco,Shina Nancy,6.300,6.700,7.100,5.700,5.650,,,,,,5.100,6.400,6.400,6.100,5.600,,,,,,6.105
476,114,Aldo Benjamin Orrego Cacer,eSalvadora Ramona Lezca,n 6.000,5.700,6.170,5.750,5.400,,,,,,6.100,6.600,6.710,6.000,6.600,,,,,,6.103
477,520,Luan Nassan,Fabiane Midori,5.500,5.600,6.410,5.710,5.600,,,,,,6.200,6.850,6.350,6.400,6.400,,,,,,6.102
478,367,Alejandra Jesus Galván,Mélodi Lopez,6.000,6.200,6.450,5.750,5.400,,,,,,6.800,6.400,6.010,6.000,6.000,,,,,,6.101
479,282,Patricio Defilipis,Akané Ito,5.500,5.700,6.800,5.700,6.150,,,,,,5.900,6.900,6.250,5.900,6.200,,,,,,6.100
480,54,Alan Abraham Haedo,Caren Maitena Cardoso,6.200,5.500,6.130,5.900,5.450,,,,,,5.600,7.100,6.810,5.500,6.800,,,,,,6.099
481,356,Fernando Comuniello,Marcela Cejas,5.750,5.850,6.700,5.810,5.950,,,,,,5.150,6.700,6.310,5.800,6.900,,,,,,6.092
482,140,Lucas Cobatti,Carla Galán,5.500,5.500,6.650,5.700,6.150,,,,,,5.800,6.600,6.800,6.200,6.000,,,,,,6.090
483,476,Lucas Guido Cidade,Masayo Tateno,5.800,5.900,7.000,5.710,5.400,,,,,,5.900,6.700,6.050,6.000,6.400,,,,,,6.086
484,583,Miguel Silva,Anna Gòreva,5.500,5.700,6.630,5.850,5.400,,,,,,6.300,6.700,6.300,5.600,6.800,,,,,,6.078
485,45,Jose Hidalgo,Assa Witkov,5.400,5.500,6.330,5.500,5.450,,,,,,6.600,6.700,6.350,6.100,6.800,,,,,,6.073
486,630,Joaquim Nunes,Clara De Carvalho,5.750,5.850,6.080,5.680,5.500,,,,,,6.500,6.800,6.030,5.800,6.600,,,,,,6.059
487,141,Masahiro Nakane,Rosario Valentína Gómez,5.750,5.600,6.600,5.600,5.550,,,,,,5.900,6.600,6.250,6.200,6.500,,,,,,6.055
